"Szenario-Variante";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Altersklasse";"Jahr";"Bevölkerungsstand am 31. Dezember"
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2044";509990
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2045";510842
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2046";511524
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2047";512083
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2048";512577
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2049";513060
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2050";513540
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2051";514101
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2052";514787
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2053";515683
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2054";516790
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2055";518127
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2056";519697
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2057";521494
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2058";523465
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2059";525574
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2060";527769
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2061";530006
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2062";532217
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2063";534367
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2064";536432
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2065";538376
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2066";540224
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2067";541998
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2068";543702
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2069";545400
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"15-19 Jahre";"2070";547098
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2019";481539
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2020";480821
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2021";474244
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2022";469596
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2023";465576
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2024";463941
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2025";462492
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2026";466195
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2027";470746
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2028";477634
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2029";483792
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2030";490923
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2031";496314
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2032";501412
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2033";504187
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2034";507844
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2035";510351
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2036";514087
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2037";515670
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2038";517008
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2039";518141
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2040";519173
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2041";520259
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2042";522789
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2043";526167
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2044";528578
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2045";530797
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2046";532750
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2047";534410
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2048";535748
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2049";536801
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2050";537663
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2051";538345
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2052";538909
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2053";539408
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2054";539895
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2055";540389
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2056";540965
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2057";541671
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2058";542577
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2059";543702
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2060";545064
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2061";546646
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2062";548453
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2063";550432
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2064";552535
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2065";554730
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2066";556957
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2067";559157
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2068";561307
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2069";563366
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"20-24 Jahre";"2070";565317
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2019";565478
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2020";559479
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2021";555249
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2022";550432
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2023";548177
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2024";546651
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2025";546399
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2026";541051
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2027";537511
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2028";534538
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2029";533758
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2030";532921
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2031";536287
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2032";539989
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2033";545425
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2034";549847
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2035";554925
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2036";558477
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2037";561838
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2038";563078
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2039";565114
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2040";566087
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2041";568504
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2042";569346
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2043";570363
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2044";571374
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2045";572574
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2046";573815
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2047";576356
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2048";579656
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2049";582115
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2050";584375
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2051";586375
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2052";588087
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2053";589488
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2054";590614
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2055";591547
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2056";592307
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2057";592951
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2058";593522
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2059";594078
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2060";594643
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2061";595293
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2062";596074
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2063";597046
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2064";598236
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2065";599644
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2066";601278
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2067";603120
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2068";605121
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2069";607241
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"25-29 Jahre";"2070";609441
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2019";612609
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2020";620070
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2021";625877
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2022";631240
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2023";629717
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2024";627687
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2025";623443
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2026";620622
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2027";617073
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2028";615881
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2029";615380
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2030";616004
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2031";611511
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2032";608246
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2033";605010
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2034";603328
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2035";601224
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2036";603094
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2037";605311
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2038";609174
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2039";612110
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2040";615684
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2041";618164
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2042";620784
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2043";621748
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2044";623754
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2045";625075
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2046";627712
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2047";628870
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2048";630194
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2049";631399
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2050";632764
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2051";634160
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2052";636771
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2053";640088
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2054";642627
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2055";644963
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2056";647046
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2057";648841
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2058";650339
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Geschlecht - Total";"30-34 Jahre";"2059";651564
